Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS016671,COZINHA COMUNITARIA DEUS É FIEL,"rua dos potiguares, 4063",cidade nova,59072-820,NATAL,2408102,RN,edilma.cirilo@gmail.com,35.696.167/0001-13,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",627,382,-4.955764,-36.328624
CS014876,COZINHA COMUNITÁRIA SÃO BENEDITO,"QUILOMBO OITEIRO DOS NOGUEIRAS, sn",ZONA RURAL,65485-000,ITAPECURU MIRIM,2105401,MA,ass.oiteiro.quilombo@gmail.com,12.553.244/0001-80,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",71,100,-7.702730,-34.084784
CS016009,COZINHA COMUNTARIA SÃO MIGUEL - AEUSM,"Rua Medellín, 2914",Granja Lisboa,60540-000,FORTALEZA,2304400,CE,aeusm.ong@gmail.com,03.015.686/0001-82,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",175,100,-13.885637,-39.617109
CS015171,COZINHA DA AACOSSA,"Avenida Rui Barbosa, 188",Bonfim,44200-000,SANTO AMARO,2928604,BA,luisbarreto0022@gmail.com,,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",277,390,-15.892510,-48.178863
CS014686,COZINHA DA CASA DOM HELDER CÂMARA,"Rua Visconde de Santa Isabel, 480, Cozinha da Casa Dom Helder Câmara",Grajaú,20650-121,RIO DE JANEIRO,3304557,RJ,contato@associacaoamar.org.br,04.090.760/0001-98,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Crianças, Outros grupos de pessoas em situação de vulnerabilidade social",120,20,-19.791017,-42.687551
CS014775,COZINHA DO ARROCHA,"Rua Doutor Olinto de Magalhães, 66",Vidigal,22450-250,RIO DE JANEIRO,3304557,RJ,Rafa.antunes9@gmail.com,31.275.343/0001-92,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",670,650,-12.267247,-35.935201
CS015938,COZINHA EXPERIMENTAL LIA ESPERANÇA,"Rua da Caixa d’Água, 61",Vila Nova Esperança,05570-775,SÃO PAULO,3550308,SP,institutoliaesperanca@gmail.com,33.338.994/0001-00,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",590,200,-2.805341,-37.771753
CS016127,COZINHA FEHSOLNA,"shsn chacara 160c lote 01 av p1 trecho I sol nascente, ",Sol Nascente,72218-900,BRASÍLIA,5300108,DF,fehsolnadefe@gmail.com,03.635.287/0001-14,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",174,278,-17.571950,-49.119352
CS016992,COZINHA IRMÃ DULCE,"Rua Pergentino José Saippa, 4",Vila Nova,28630-210,NOVA FRIBURGO,3303401,RJ,caritasdiocesenf@gmail.com,30.553.481/0001-23,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",23,30,-10.685837,-48.885550
CS017138,COZINHA JARDIM SÃO LUIZ,"RUA SEBASTIAO MUNIZ DE SOUZA, 120",parque santo antonio,05821-150,SÃO PAULO,3550308,SP,amanhaparatodos_@hotmail.com,08.541.314/0001-03,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",584,587,-19.193141,-54.725947
CS017298,COZINHA NOVO MUNDO,"Rua Santa Maria, 64, 64",Santa Rita,35790-644,CURVELO,3120904,MG,apdsnovomundo@gmail.com,24.038.615/0001-75,"Não, a Cozinha encontra-se paralisada, sem atividade",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,1,-9.061397,-62.839521
CS016511,COZINHA POPULAR SABORES DO CAMPO,"Rua 414, 270",Loteamento Pontal Norte,75708-350,CATALÃO,5205109,GO,cozinhasolidariapopularsabores@gmail.com,,Está funcionando com carga horária reduzida,Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",60,250,-28.446719,-47.789630
CS017260,COZINHA POPULAR SOLIDÁRIA CASA DA SOPA,"Av. presidente Castelo Branco, S/N, 132",SÃO FRANCISCO,68644-000,SANTA LUZIA DO PARÁ,1506559,PA,amolslp6@gmail.com,08.216.280/0001-81,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",90,80,-5.931675,-43.865555
CS017256,COZINHA POPULAR SOLIDÁRIA MÃOS DE MULHERES,"Rua João Andrade, 177",Centro,67030-150,ANANINDEUA,1500800,PA,pinheironina13@gmail.com,08.921.160/0001-85,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",140,250,-8.109272,-64.262938
CS014633,COZINHA SANTA MARTHA,"Rua Aladino Carneiro, 11",Fronteira,27961-200,MACAÉ,3302403,RJ,caritasdiocesenf@gmail.com,30.553.481/0001-23,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",65,40,-16.568225,-47.270693
CS015703,COZINHA SOLIDÁRIA ABPADEC,"Rua Francisco Alves Pereira, 568",Jd Sta Cruz,02674-050,SÃO PAULO,3550308,SP,Presidente.abpadec68@yahoo.com,09.615.570/0001-60,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",300,350,-16.314602,-55.087389
CS016172,COZINHA SOLIDÁRIA ALIMENTA BAHIA,"Rua Marcelo T maschesini, 90",Mangabeira,44066-290,FEIRA DE SANTANA,2910800,BA,habitarbahia.fsa@gmail.com,07.771.925/0001-85,Está funcionando com carga horária reduzida,4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",750,3250,-28.720107,-50.548885
CS016993,COZINHA SOLIDARIA ASSOCIAÇÃO DOS MORADORES DE ARACUÍ,"Rodovia Dr. Frued Nemer, km04, 70",Aracuí,29360-000,CASTELO,3201407,ES,ama.aracui@gmail.com,36.401.735/0001-74,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1800,380,-20.959644,-41.432002
CS015134,COZINHA SOLIDARIA - CASA DA PROVIDENCIA,"RUA 1, 142",LOTEAMENTO PARAISO,45604-652,ITABUNA,2914802,BA,comfilhosdeisrael@gmail.com,13.982.334/0001-50,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",350,300,-5.265355,-35.827817
CS017136,COZINHA SOLIDÁRIA DA AMARQVUC,"Rodovia PA 154 km 10, sn",QUILOMBO VILA UNIÃO CAMPINAS,68860-000,SALVATERRA,1506302,PA,moreirarosimar8@gmail.com,07.162.531/0001-20,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",220,200,-24.592681,-48.079750
CS017137,COZINHA SOLIDÁRIA DE PLANURA,"RUA MONTE ALEGRE, 310",Vila Paiva,38220-000,PLANURA,3151602,MG,regiabrincksmds@gmail.com,15.635.509/0001-88,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1007,250,-8.198664,-64.198003
CS016530,COZINHA SOLIDÁRIA DO BEM VIVER,"RUA JADER MORAES, 156",PROMISSÃO 3,68628-510,PARAGOMINAS,1505502,PA,cozinhasolidariadobemviver@gmail.com,34.844.993/0001-08,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",150,100,-8.184843,-62.592255
CS016991,COZINHA SOLIDÁRIA MOVER HELIPA | FAVELA HELIÓPOLIS-SP,"Rua Comandante Taylor, 612",Heliópolis | Sacomã,04218-000,SÃO PAULO,3550308,SP,moverhelipa@gmail.com,10.935.841/0001-44,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",825,450,-15.886098,-54.769567
CS017152,COZINHA SOLIDARIA NEAC - NÚCLEO ESPECIAL DE ATENÇÃO À CRIANÇA,"ESTRADA IARAQUA, 375",Campo Grande,23047-160,RIO DE JANEIRO,3304557,RJ,neac@neac.org.br,01.721.077/0001-13,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",608,480,-11.945840,-36.064567
CS017150,COZINHA SOLIDARIA NOVO SER,"RUA ZEZITO SILVANO, 1007",PLANALTO DE BEBERIBE,62840-000,BEBERIBE,2302206,CE,institutinovoserbeberibe@gmail.com,51.123.121/0001-61,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",273,100,-1.866772,-61.072219
CS017153,COZINHA SOLIDÁRIA SOMAR JARAGUÁ,"Rua Vasco Balboa, 128",Jardim Ipanema,05187-000,SÃO PAULO,3550308,SP,somarassociacao@gmail.com,32.704.477/0001-44,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",730,400,-2.499649,-37.558071
CS014567,COZINHA TIA NEIDE,"Rua João Ramalho, 195",Roger,58020-200,JOÃO PESSOA,2507507,PB,casapequenodavi@pequenodavi.org.br,10.733.541/0001-82,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",376,200,-4.039335,-43.203467
