Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS014534,Cozinha Afetiva Comunitaria Sustentavel,"Rua Manoel Soares da Costa, 13",Engenho,23821-740,ITAGUAÍ,,RJ,cozinhaafetivacomunitariasustentavel@outlook.com,45.377.889/0001-69,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1533,,-22.8651724,-43.7878844
CS016482,Cozinha Associação Galdino,"EQNP 28/32 Área Especial,",Setor p sul,72.000-000,BRASÍLIA,,DF,edvaldo.galdino@bol.com.br,29.759.055/0001-61,"Não, a Cozinha encontra-se paralisada, sem atividade",1 vez por semana,Não Habilitada,-,0,,-15.8461224,-48.1227118
CS016671,cozinha comunitaria Deus é fiel,"rua dos potiguares, 4063",cidade nova,59072-820,NATAL,,RN,edilma.cirilo@gmail.com,35.696.167/0001-13,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",603,,-5.8304352,-35.2258257
CS016309,Cozinha Comunitária Instituto Cristovam,"Rua Amora, 05",Sitio Canoas - Nossa Senhora do Ó,55592-718,IPOJUCA,,PE,instituicaocristovam@gmail.com,50.831.901/0001-01,"Não, a Cozinha encontra-se paralisada, sem atividade",Somente em dia de eventos,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública",140,,-8.4516663,-35.0229802
CS014876,Cozinha Comunitária São Benedito,"QUILOMBO OITEIRO DOS NOGUEIRAS, sn",ZONA RURAL,65485-000,ITAPECURU MIRIM,,MA,ass.oiteiro.quilombo@gmail.com,12.553.244/0001-80,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",71,,-3.3361482,-44.4570594
CS016009,Cozinha comuntaria São Miguel - AEUSM,"Rua Medellín, 2914",Granja Lisboa,60540-000,FORTALEZA,,CE,aeusm.ong@gmail.com,03.015.686/0001-82,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",175,,-3.7916974,-38.625799
CS015171,Cozinha da AACOSSA,"Avenida Rui Barbosa, 188",Bonfim,44200-000,SANTO AMARO,,BA,luisbarreto0022@gmail.com,,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",277,,-12.545396,-38.7179135
CS014686,Cozinha da Casa Dom Helder Câmara,"Rua Visconde de Santa Isabel, 480, Cozinha da Casa Dom Helder Câmara",Grajaú,20650-121,RIO DE JANEIRO,,RJ,contato@associacaoamar.org.br,04.090.760/0001-98,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Crianças, Outros grupos de pessoas em situação de vulnerabilidade social",120,,-22.9175412,-43.2652015
CS015938,Cozinha Experimental Lia Esperança,"Rua da Caixa d’Água, 61",Vila Nova Esperança,05570-775,SÃO PAULO,,SP,institutoliaesperanca@gmail.com,33.338.994/0001-00,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",590,,-23.5665656,-46.6482786
CS016127,Cozinha Fehsolna,"shsn chacara 160c lote 01 av p1 trecho I sol nascente,",Sol Nascente,72218-900,BRASÍLIA,,DF,fehsolnadefe@gmail.com,03.635.287/0001-14,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",174,,-15.8288617,-48.1293793
CS016992,Cozinha Irmã Dulce,"Rua Pergentino José Saippa, 4",Vila Nova,28630-210,NOVA FRIBURGO,,RJ,caritasdiocesenf@gmail.com,30.553.481/0001-23,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",23,,-22.2727377,-42.5264409
CS017138,Cozinha jardim são luiz,"RUA SEBASTIAO MUNIZ DE SOUZA, 120",parque santo antonio,05821-150,SÃO PAULO,,SP,amanhaparatodos_@hotmail.com,08.541.314/0001-03,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",584,,-23.665566,-46.7480386
CS017256,COZINHA POPULAR SOLIDÁRIA MÃOS DE MULHERES,"Rua João Andrade, 177",Centro,67030-150,ANANINDEUA,,PA,pinheironina13@gmail.com,08.921.160/0001-85,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes",170,,-1.3657064,-48.37467040000001
CS015442,Cozinha Prato Cheio,"Rua Ângelo Bunioto, 261,",Jardim Sapopemba,CEP 03975-030,SÃO PAULO,,SP,felfasp@gmail.com,45.414.771/0001-63,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",90,,-23.608957,-46.4876987
CS015703,Cozinha Solidária ABPADEC,"Rua Francisco Alves Pereira, 568, 568",Jd Sta Cruz,02674-050,SÃO PAULO,,SP,Presidente.abpadec68@yahoo.com,09.615.570/0001-60,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",300,,-23.4606364,-46.6667135
CS016172,Cozinha Solidária Alimenta Bahia,"Rua Marcelo T maschesini, 90",Mangabeira,44066-290,FEIRA DE SANTANA,,BA,habitarbahia.fsa@gmail.com,07.771.925/0001-85,Está funcionando com carga horária reduzida,4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",850,,-12.2220349,-38.939273
CS016993,Cozinha solidaria Associação dos Moradores de Aracuí,"Rodovia Dr. Frued Nemer, km04, 70",Aracuí,29360-000,CASTELO,,ES,ama.aracui@gmail.com,36.401.735/0001-74,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1800,,-20.6209024,-41.2123136
CS014581,Cozinha Solidária / casa santa Dulce,"Rua Angelo anghinoni, 1027",Planalto,95088-740,CAXIAS DO SUL,,RS,assessoria@maoamigacaxias.org.br,11.453.014/0001-87,"Não, a Cozinha encontra-se paralisada, sem atividade",5 vezes por semana,Mapeada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública",2200,,-29.1901152,-51.1619577
CS017136,COZINHA SOLIDÁRIA DA AMARQVUC,"Rodovia PA 154 km 10, sn",QUILOMBO VILA UNIÃO CAMPINAS,68860-000,SALVATERRA,,PA,moreirarosimar8@gmail.com,07.162.531/0001-20,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",220,,-22.9437599,-47.1217251
CS016991,Cozinha Solidária MOVER HELIPA | Favela Heliópolis-SP,"Rua Comandante Taylor, 612",Heliópolis | Sacomã,04218-000,SÃO PAULO,,SP,moverhelipa@gmail.com,10.935.841/0001-44,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, A cozinha não faz triagem do público beneficiário",700,,-23.5999812,-46.598107
CS017152,COZINHA SOLIDARIA NEAC - Núcleo Especial de Atenção à Criança,"ESTRADA IARAQUA, 375",Campo Grande,23047-160,RIO DE JANEIRO,,RJ,ongneac@gmail.com,01.721.077/0001-13,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",608,,-22.9227835,-43.5510722
CS017150,COZINHA SOLIDARIA NOVO SER,"RUA ZEZITO SILVANO, 1007",PLANALTO DE BEBERIBE,62840-000,BEBERIBE,,CE,institutinovoserbeberibe@gmail.com,51.123.121/0001-61,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",273,,-4.161536,-38.1190144
CS017153,Cozinha Solidária Somar Jaraguá,"Rua Vasco Balboa, 128",Jardim Ipanema,05187-000,SÃO PAULO,,SP,somarassociacao@gmail.com,32.704.477/0001-44,"Sim, está funcionando normalmente",6 a 7 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",840,,-23.444642,-46.7484311
CS014567,Cozinha Tia Neide,"Rua João Ramalho, 195",Roger,58020-200,JOÃO PESSOA,,PB,casapequenodavi@pequenodavi.org.br,10.733.541/0001-82,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",376,,-7.1170722,-34.8727519
CS016157,Dai- lhe vós mesmo de comer,"Rua Arlindo Nogueira, 2531",Macaúba,64018-903,TERESINA,,PI,abespa09@gmail.com,10.762.866/0001-93,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",819,,-5.1102718,-42.7992746
CS015994,ESCOLA AGRICICOLA TERRRA MÃE,"RUA AGUAS FORMOSAS, 155",CENTRO,39817-000,NOVO ORIENTE DE MINAS,,MG,tauandersson@hotmail.com,22.057.491/0002-20,"Sim, está funcionando normalmente",1 vez por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",907,,-17.4148453,-41.21537259999999
CS017129,ESPERANÇA E LUZ PARA TODOS - POLO ABOLIÇÃO,"AV DOM HELDER CAMARA, 7414",Abolição,20751-014,RIO DE JANEIRO,,RJ,pauletetristao@yahoo.com.br,39.238.966/0001-05,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",1200,,-22.8851081,-43.2991797
CS016632,Favela sem fome,"Avenida Cidade De Deus n 2.000 apartamento 501, 2000",Cidade De Deus,22773-200,RIO DE JANEIRO,,RJ,romualdobeloguser@gmail.com,11.337.533/0001-80,"Não, a Cozinha encontra-se paralisada, sem atividade",1 vez por semana,Mapeada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, A cozinha não faz triagem do público beneficiário",500,,-22.9491339,-43.3665153
CS017247,Fitness da Periferia,"Rua mariano Teixeira, 121",Peixinhos,53220-100,OLINDA,,PE,rozangelasilva05@gmail.com,51.769.624/0001-09,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",290,,-8.0176911,-34.8719186
CS016526,Frei Daniel de Samarate,"Rua Santo Izidoro, S/N, Vila Santo Antônio do Prata, sn",Zona Rural,68725-000,IGARAPÉ-AÇU,,PA,projetofreidanieldesamarate@gmail.com,04.133.788/0001-65,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",300,,-1.2997273,-47.6044076
CS014599,Henrique Almeida Teixeira,"Rua Panambi, 63",Caturrita,97040-232,SANTA MARIA,,RS,riqueteix@gmail.com,,"Sim, está funcionando normalmente",1 vez por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, A cozinha não faz triagem do público beneficiário",350,,-29.6707997,-53.8437412
CS015497,Instituto Preta Mina,"av. presidente kennedy, 638, 638",educandos,69070-625,MANAUS,,AM,recantodepretamina@gmail.com,08.067.081/0001-59,"Sim, está funcionando normalmente",2 vezes por semana,Retirada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.)",500,,-3.1431386,-60.0036955
CS017199,JORGE LUIZ FRUCTUOSO,"R MANUEL QUIRINO DE MATTOS, 1852",Jardim Sapopemba,03969-000,SÃO PAULO,,SP,ligafasmaster@gmail.com,,"Não, a Cozinha encontra-se paralisada, sem atividade",Somente em dia de eventos,Habilitada,A cozinha não faz triagem do público beneficiário,380,,-23.6074143,-46.4866563
