Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS018653,FÊNIX CIDADÃO,"Rua Manoel Mariano, 31",GUAGIRU,61629-150,CAUCAIA,2303709,CE,laismendes1402@yahoo.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-1.856488,-49.357725
CS018265,IGREJA BATISTA KAIRÓS,"Rua José Silva, nº 1",Porto das Caixas,24830-024,ITABORAÍ,3301900,RJ,juenusa@hotmail.com,55.167.934/0001-04,"Sim, está funcionando normalmente",Somente em dia de eventos,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",104,180,-9.702964,-67.087029
CS018847,COZINHA SOLIDÁRIA ESPERANÇA,"R MIGUEL FERREIRA DE MELO, 11",JARDIM SANTO ANDRE,08390-000,SÃO PAULO,3550308,SP,projetoesperancajardimadmi@gmail.com,07.718.605/0001-61,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",300,350,-28.398510,-47.476022
CS018907,COZINHA SOLIDARIA  IGBO AGAN,"RUA,CURUÇÁ LT,32 QD, 20  BAIRRO OLAVO BILAC DUQUE DE CAXIAS RJ., 32",Otávio carneiro  / PRAÇA OLAVO BILAC,25036-300,DUQUE DE CAXIAS,3301702,RJ,centroculturaligboagan@gmail.com,22.752.672/0001-96,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",54,150,-3.349282,-37.894453
CS018905,COZINHA MÃE DE TODOS,"Av. Autaz Mirim, 10207",Cidade de Deus,69087-215,MANAUS,1302603,AM,institutoraizescaboclas@gmail.com,23.111.005/0001-97,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Idosos, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",768,80,-6.653710,-36.681729
CS018906,COZINHA SOLIDÁRIA RANGO DA QUEBRADA,"Rua George Lacombe, 83",Jardim Botucatu,04173-020,SÃO PAULO,3550308,SP,associacao.californiavm@gmail.com,47.401.353/0001-67,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",250,240,-3.851016,-60.582259
CS018841,RECANTO CAMPONÊS,"Rua Pastor Euclides Arlindo, 425",Cirurgia,49055-500,ARACAJU,2800308,SE,cauane.aju@gmail.com,,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",265,142,-23.060951,-43.025637
CS014668,COZINHA AMIGA,"RUA ESTEVÃO DE CAMPOS, 1199",BARRA DO CEARA,60331-240,FORTALEZA,2304400,CE,amigosdabarradoceara@gmail.com,03.424.552/0001-15,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",850,150,-0.098398,-52.511374
CS018920,FUNDAÇÃO CULTURAL FRANCISCA DE SOUSA LIMA,"AV DOM ALMEIDA DE LUSTOSA, 4590",JUREMA,61645-000,CAUCAIA,2303709,CE,dedicaradm@gmail.com,07.207.306/0001-62,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,2.057397,-60.028164
CS018925,COZINHA SOLIDÁRIA OCUPAÇÃO DANDARA,"Rua dos Coqueiros, 45",Ocupação Vitória (Granja Werneck),31873-654,BELO HORIZONTE,3106200,MG,cozinhasolidariamtstbh@gmail.com,58.708.893/0001-04,Está funcionando com carga horária reduzida,4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Outros grupos de pessoas em situação de vulnerabilidade social",100,100,-5.497357,-43.749080
CS018855,ASSOCIAÇÃO DOS MORADORES DO BOM JARDIM AMBJUNIDAS,"Rua nova conquista, 415",Bom Jardim,60543-355,FORTALEZA,2304400,CE,ambjunidas23@gmail.com,07.663.446/0001-45,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",425,200,-22.649581,-42.071159
CS018552,CASA DE RANQUINES,"ladeira da catedral, 107",centro,57020-125,MACEIÓ,2704302,AL,juridico.ranquines@gmail.com,08.585.407/0001-30,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Mulheres, População LGBTQIA+, Pessoas em situação de rua, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",750,1000,-28.805188,-52.215724
CS018933,COZINHA SOLIDÁRIA CORAÇÃO DE MARIA,"Rua Nossa Senhora Aparecida, 07",Centro,44250-000,CORAÇÃO DE MARIA,2908903,BA,coracaodemaria20@outlook.com,59.777.587/0001-92,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",450,669,-1.872571,-49.367990
CS018797,INSTITUTO SOCIOCULTURAL OMOSEREIGBO,"Rua Francisco Domingos, 51",Icaraí,61624-195,CAUCAIA,2303709,CE,institutosomosereigbo@gmail.com,22.843.984/0001-05,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",181,100,3.689353,-61.692590
CS018822,COZINHA COMUNITÁRIA DE CROATA,"PV Sitio Croata, s/n",zona rural,62795-000,BARREIRA,2301950,CE,assoc.croata@gmail.com,07.881.466/0001-92,"Não, a Cozinha encontra-se paralisada, sem atividade",Somente em dia de eventos,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",100,100,-4.635437,-42.532615
CS018924,COZINHA SOLIDARIA JARDIM SÃO SÁVERIO,"Rua Canção do Exílio, 207",Jardim São Sáverio,04194-290,SÃO PAULO,3550308,SP,moniquebrasilfarias@gmail.com,10.920.923/0001-15,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",295,300,-15.463901,-49.120758
CS018934,DONA LULU MNLM,"RESIDENCIAL DEUS É FIEL, Nº 23",JOSÉ PAULINO,57690-000,ATALAIA,2700409,AL,didaa.jose@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1220,400,-16.273099,-49.386865
CS015582,COZINHA ESCOLA NACIONAL PAULO FREIRE,"Rua São Daniel, 119",Vila Brasílio Machado,04288-110,SÃO PAULO,3550308,SP,Raquelalmeida.ad@gmail.com,07.924.833/0001-98,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos",100,330,-9.438456,-49.467056
CS018764,COZINHA ANJOS DA NOITE,"Rua da Borboleta, 23, 23",Jardim Fragoso,53060-545,OLINDA,2609600,PE,ongfamiliaanjosdanoite@gmail.com,41.643.086/0001-58,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",3200,500,-17.286046,-49.452324
CS018706,COZINHA SOLIDÁRIA FILHAS DE SÃO BENEDITO,"Av. José Sarney, 1",Bom Jesus - Coroadinho,65042-857,SÃO LUÍS,2111300,MA,coletivomulheresnegras10@gmail.com,53.575.281/0001-77,Está funcionando com carga horária reduzida,Uma vez ao mês,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",600,200,-9.358733,-37.106011
CS018859,COZINHA ANCESTRAL SOLIDÁRIA VOVÓ JOANA D´ ANGOLA,"Rua José Monteiro,, 21",Campo Lindo km 41,23098-048,SEROPÉDICA,3305554,RJ,casadoperdao@casadoperdao.com.br,05.656.096/0001-64,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",60,15,-20.113396,-54.323108
CS018942,COZINHA SOLIDÁRIA PROJETO ALÉM DOS OLHOS,"Rua Fagundes Varela, 323",Areias,88113-800,SÃO JOSÉ,4216602,SC,alemdosolhosprojetosocial@gmail.com,37.591.117/0001-05,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",365,250,-15.097936,-56.586497
CS018536,COZINHA POPULAR DONA NEGA - RIO PEQUENO,"Rua Raul Soares, 220, 220",Jardim Ivana,05364-140,SÃO PAULO,3550308,SP,Raquelalmeida.ad@gmail.com,50.853.877/0001-01,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",260,330,-7.666652,-36.285852
CS018929,SABORES DA PARTILHA,"Av Iguaçú, 186",Rebouças,80230-020,CURITIBA,4106902,PR,contato@fetespar.org.br,13.967.562/0001-50,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",462,500,-3.232980,-39.718755
CS018938,INSTITUTO PINHEIRO PENIEL,"rua Herculano, 255",São Miguel,61640-255,CAUCAIA,2303709,CE,iasmiinguerra1@gmail.com,42.040.326/0001-92,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",195,100,-20.139272,-43.847877
CS018959,SABORES DA SERENA,"RUA JOAQUIM CARVALHO, S/N",Centro,49390-000,SALGADO,2806206,SE,gilsavenerini@gmail.com,24.321.998/0001-94,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",300,100,-19.832909,-40.912730
CS017629,COZINHA POPULAR SOLIDÁRIA RESISTÊNCIA,"Passagem Santo Afonso, 168",Pratinha 1,66816-080,BELÉM,1501402,PA,redecpsmcppa@gmail.com,08.921.160/0001-85,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",30,80,-24.090798,-41.863585
CS018974,CASA DE APOIO E REINSERÇÃO SOCIAL BOM SAMARITANO,"Rua Barraca do Marcelo, 451",Tabuba,61618-140,CAUCAIA,2303709,CE,elina.pacfortaleza@gmail.com,34.594.825/0001-01,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",210,100,-24.267058,-48.023611
CS018646,ASSOCIAÇÃO MULTICOMUNITÁRIA DOS MORADORES DE CAUCAIA SEMEAR,"Rua Santa Marta, 35",Araturi,61654-170,CAUCAIA,2303709,CE,associacao.semearca@gmail.com,41.515.048/0001-10,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",210,100,-0.881890,-47.682460
CS018977,COZINHA SOLIDÁRIA CANGIRANA,"Rua Marte, 27",Inácio Barbosa,49040-370,ARACAJU,2800308,SE,isabellcangirana@gmail.com,38.731.046/0001-53,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",450,225,-28.866044,-49.938554
CS018737,SINDICATO DOS TRABALHADORES RURAIS AGRICULTORES E AGRICULTORAS FAMILIARES DE REDENCAO CE,"Sítio Olho D'água, S/N",ZONA RURAL,62790-000,REDENÇÃO,2311603,CE,obas_ong@yahoo.com.br,06.580.211/0001-27,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-16.756965,-55.585780
CS018958,COZINHA ARTE E CULTURA,"Rua Sebastião Albino, 97",Centro,62875-000,CHOROZINHO,2303956,CE,aeacad97@gmail.com,08.388.321/0001-17,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",875,300,-28.967295,-52.332302
CS018962,INSTITUIÇÃO SOCIO COMUNITARIA DA AGROVILA ISCA DO ACUDE ARACOIABA,"Pv Agrovila, S/N",Agrovila,62750-000,ARACOIABA,2301208,CE,obas_ong@yahoo.com.br,04.897.284/0001-11,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-20.482138,-54.689626
CS016525,COZINHA TROPICAL SABORES DA FONTE NOVA,"Travessa 2, Povoado Fonte Nova, 873",Zona Rural,49200-000,ESTÂNCIA,2802106,SE,joseilmamenezes8@gmail.com,,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",210,370,-21.674558,-55.039328
CS018480,COZINHA SOLIDÁRIA DONA ZIZI,"Rodovia Estadual SE-70, S/N",ZONA RURAL,49320-000,RIACHÃO DO DANTAS,2805802,SE,sandramatosrodrigues@gmail.com,24.321.998/0001-94,"Sim, está funcionando normalmente",Uma vez ao mês,Habilitada,"Mulheres, Jovens, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",400,100,-24.327847,-47.674899
CS017877,COZINHA SOLIDÁRIA DO CHAPÉU MANGUEIRA,"Ladeira Ari Barroso, 66",Leme,22010-060,RIO DE JANEIRO,3304557,RJ,chapeudocheff@gmail.com,44.731.837/0001-86,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",400,120,-16.972511,-48.557311
CS018768,ASSOCIAÇÃO DAS MULHERES PRODUTORAS RURAIS DA COMUNIDADE LEMBRADA E ADJACÊNCIAS,"Povoado Lembrada, S/N",Zona Rural,64290-000,ALTOS,2200400,PI,amprocola@gmail.com,31.455.222/0001-22,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",28800,300,-26.357934,-48.915119
CS017062,ASSOCIAÇÃO DE APOIO A PROMOÇÃO HUMANA DO JUCURI,"Rua Domingo Julião do Nascimento Jucuri S/N, Sem número zona rural jucuri",Jucuri,59649-899,MOSSORÓ,2408003,RN,Valdicabral@yahoo.com.br,24.530.248/0001-22,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",740,350,0.275834,-52.323820
CS018705,INSTITUTO ALEX NUNES DE PROTEÇÃO E ASSISTÊNCIA SOCIAL,"Rua Q, 13",Vila Velha,60349-190,FORTALEZA,2304400,CE,institutoalexnunes@gmail.com,10.831.587/0001-34,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-24.031279,-45.683676
CS018661,COZINHA UNIDAS PARA O BEM,"Rua Ipu, 2011",Tabapua,61635-365,CAUCAIA,2303709,CE,secretariaindace@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-10.033473,-64.523969
CS015844,COZINHA DA DONA ELIANE,"Rua da Cruz,, 62",Centro,65010-120,SÃO LUÍS,2111300,MA,admccama@gmail.com,03.074.764/0001-10,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",50,132,-21.646953,-55.898837
CS018547,COMEMD COZINHA SOLIDÁRIA,"Rua Francisco Borges de Carvalho, 462",Nossa Senhora da Glória,26310-360,QUEIMADOS,3304144,RJ,danielrbs.481@gmail.com,21.526.861/0001-88,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",60,300,-4.338962,-41.930040
CS018926,ASSOCIAÇÃO REMANESCENTE DE QUILOMBO CERCADÃO DOS DICETAS,"Rua Raquel de Queiroz, Estrada da Barra Nova., 68",Icaraí,61624-370,CAUCAIA,2303709,CE,camposfranciane2@gmail.com,13.751.879/0001-55,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.)",100,100,-7.290224,-64.975208
CS016413,COZINHA COMUNITÁRIA SÃO JOS´É DE ANCHIETA,"conjunto maguari alameda 13, 250",coqueiro,66823-076,BELÉM,1501402,PA,paroquiasaojoseanchieta@gmail.com,04.814.851/0093-47,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",610,1,-8.500332,-35.181007
CS017771,INSTITUTO AMIGO LEAL,"Rua E, sem número",Conj. José Dias,57160-000,MARECHAL DEODORO,2704708,AL,institutoamigoleal.renata@gmail.com,07.544.884/0001-94,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",136,150,-4.727574,-34.851188
CS018778,COZINHA SOLIDÁRIA DO BOM SAMARITANO,"Rua São Lucas, 97",Cristo Redentor,58071-130,JOÃO PESSOA,2507507,PB,contato@aguiadoriojaguaribe.org.br,10.732.923/0001-91,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",67,470,-2.890685,-60.474242
CS018835,ALIANÇA DO BEM,"Rua Canela, 210",Arroio da Manteiga / Loteamento Tancredo Neves,93140-302,SÃO LEOPOLDO,4318705,RS,csaliancadobem@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",650,320,-10.136445,-35.780146
CS018775,COZINHA SOLIDÁRIA BARRIGUINHA CHEIA,"Rua David de Azevedo Gusmão, 120",Vicentina,93025-316,SÃO LEOPOLDO,4318705,RS,csbarriguinhacheia@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",330,100,-21.412076,-54.235594
CS019021,COZINHA JOSEFA,"Rua 05, 428",Mondubim,60752-100,FORTALEZA,2304400,CE,leacb_social@yahoo.com.br,06.113.660/0001-65,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",392,5,3.967663,-60.183001
CS019024,CAUCAIA ESPORTE CLUBE,"Rua 02, Casa 81",Itambé,61602-120,CAUCAIA,2303709,CE,sousaglaunice6@gmail.com,06.248.172/0001-65,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",150,100,-7.128288,-33.613317
CS018742,COZINHA SOLIDÁRIA POR ELAS,"Conjunto PAAR, Rua Pimenta Bueno,, 12",Maguari,67145-488,ANANINDEUA,1500800,PA,redecpsmcppa@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",45,100,-1.089156,-51.285512
